"name","address","city","zip","state","country","phone","email","website","openingHours","lat","lng","accuracy","error"
"BJ`S WHOLESALE CLUB #316","1589 W Main St","WILLIMANTIC","6226","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06226","","41.502407","'-72.756958","User provided",""
"Krauszers Food Store","5 Pond Point Road","MILFORD","6460","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06460","","41.2246556","'-73.0303164","User provided",""
"Winchester Xtra Mart","102 Colebrook River Rd","WINSTED","6098","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06098","","41.9461798","'-73.0509874","User provided",""
"Wheels of CT #51","151 SOUTH MAIN ST","NEWTOWN","6470","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06470","","41.3865115","'-73.2853188","User provided",""
"Murphys Law","239 Farifield Avenue","BRIDGEPORT","6604","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06604","","41.1786755","'-73.191632","User provided",""
"Wheels of CT #47","2047 Post Rd","FAIRFIELD","6824","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06824","","41.1406223","'-73.267821","User provided",""
"For Your Convenience","135 Prospect St","STAMFORD","6901","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06901","","41.059965","'-73.5340685","User provided",""
"Felix Package Store","874 Boston Ave","BRIDGEPORT","6604","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06604","","41.1953614","'-73.176263","User provided",""
"Extra Fuel Mart","540 Boston Ave","BRIDGEPORT","6601","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06601","","41.1985673","'-73.1813485","User provided",""
"New Milford Hess","20 Danbury Rd","NEW MILFORD","6776","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06776","","41.5725314","'-73.4151726","User provided",""
"WINE & LIQUOR JUNCTION","400 BRIDGEPORT AVE","MILFORD","6460","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06460","","41.204883","'-73.0945251","User provided",""
"Post 113 American Legion","80 Essex Rd","OLD SAYBROOK","6475","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06475","","41.3189991","'-72.3554236","User provided",""
"CUMBERLAND FARMS #4632","567 WAUREGAN RD RTE 12","DANIELSON","6239","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06239","","41.8025986","'-71.8859054","User provided",""
"ABSORB DISCOUNT LIQUOR","2077 E Main St","BRIDGEPORT","6610","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06610","","41.2030926","'-73.1795076","User provided",""
"NISA ENTERPRISE","1780 Berlin Tpke","WETHERSFIELD","6109","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06109","","41.705774","'-72.70113","User provided",""
"Tobacco Plus","248 Platt Ave","WEST HAVEN","6516","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06516","","41.260886","'-72.964331","User provided",""
"TERRYVILLE MOBIL","131 MAIN ST","TERRYVILLE","6786","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06786","","41.6785821","'-73.0034668","User provided",""
"HENNY PENNY #53","2212 Norwich New London Rd","UNCASVILLE","6382","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06382","","41.4856416","'-72.100142","User provided",""
"DESIS CORNER","16 Railroad Pl","WESTPORT","6880","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06880","","41.1190075","'-73.3716651","User provided",""
"STOP & SHOP #692","370 HEMINGWAY AVE","EAST HAVEN","6512","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06512","","41.2776775","'-72.8676433","User provided",""
"Pilot Travel Center #255","433 Old Gate Ln","MILFORD","6460","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06460","","41.236998","'-73.0223472","User provided",""
"Hartford Road Henny Penny #23","973 Hartford Tpk","WATERFORD","6385","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06385","","41.38762","'-72.158895","User provided",""
"STOP & SHOP #636","228 S MAIN ST","NEWTOWN","6470","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06470","","41.372766","'-73.273329","User provided",""
"OCEAN AVE CONVENIENCE LLC","4 OCEAN AVE","NEW LONDON","6320","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06320","","41.3486698","'-72.1067852","User provided",""
"ZAIN FOOD MART INC","295 MAIN ST","NEWINGTON","6111","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06111","","41.7123181","'-72.7261931","User provided",""
"Landmark Convenience LLC","118 Broad St","STAMFORD","6902","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06902","","41.0552544","'-73.5381679","User provided",""
"Sams Food","295 Greenwood Ave","BETHEL","6801","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06801","","41.3748099","'-73.423724","User provided",""
"MILFORD STORE","719 BOSTON POST RD","MILFORD","6460","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06460","","41.232097","'-73.05882","User provided",""
"Valero","67 E Main St","PLAINVILLE","6062","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06062","","41.6720079","'-72.8650091","User provided",""
"FAIRFIELD WOODS OTR MOBIL","2120 Black Rock Tpke","FAIRFIELD","6824","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06824","","41.1817203","'-73.2520354","User provided",""
"WHITEHOUSE PACKAGE STORE","450 Ashford Center Rd","ASHFORD","6278","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06278","","41.8719386","'-72.1238292","User provided",""
"STOP & SHOP #604","727 RUBBER AVE MT VIEW","NAUGATUCK","6770","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06770","","41.5244885","'-73.0173827","User provided",""
"7-Eleven Store #25523D","1089 Campbell Ave","WEST HAVEN","6516","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06516","","41.2885696","'-72.958793","User provided",""
"Fairway Liquor Mart","597 Bridgeport Ave","MILFORD","6460","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06460","","41.2074015","'-73.0873924","User provided",""
"EAGLEVILLE FOOD MART","873 Stafford Rd","STORRS","6268","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06268","","41.7867105","'-72.2767439","User provided",""
"Dixwell Mobile Mart LLC","1913 Dixwell Avenue","HAMDEN","6514","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06514","","41.3639836","'-72.9226506","User provided",""
"SAM`S FOOD STORE","41 Windsor Ave","VERNON","6066","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06066","","41.8666954","'-72.4694712","User provided",""
"S & M MART","484 E Middle Tpke","MANCHESTER","6040","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06040","","41.784631","'-72.50069","User provided",""
"Sam`s Mart","1464 Fairfield Ave","BRIDGEPORT","6605","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06605","","41.1723477","'-73.2110403","User provided",""
"SOUTH GREEN PACKAGE STORE","725 Main St","EAST HARTFORD","6108","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06108","","41.7656657","'-72.645982","User provided",""
"East Main Market LLC","820 East Main St.","STAMFORD","6902","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06902","","41.0553703","'-73.527153","User provided",""
"Warehouse Wine & Spirits","390 Westport Ave","NORWALK","6851","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06851","","41.1257645","'-73.3901166","User provided",""
"169 Main St LLC","169 Main St","SOMERS","6071","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06071","","41.9863572","'-72.4845062","User provided",""
"Valley Mart","589 Valley St","NEW HAVEN","6515","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06515","","41.338697","'-72.973201","User provided",""
"American Legion Post 96","45 Raymond Rd","WEST HARTFORD","6107","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06107","","41.7610005","'-72.7394965","User provided",""
"Tobacco King","3450 Whitney Ave #3","HAMDEN","6518","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06518","","41.420505","'-72.904797","User provided",""
"Sunshine Convenience","84 Broad St","NEW LONDON","6320","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06320","","41.3574612","'-72.1017966","User provided",""
"ELM STREET MARKET","320 Elm St","STAMFORD","6902","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06902","","41.0512789","'-73.5287658","User provided",""
"Cork & Keg","430 Rubber Avenue","NAUGATUCK","6770","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06770","","41.4894244","'-73.0693182","User provided",""
"Bedford Street Market","27 Bedford Street","STAMFORD","6901","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06901","","41.0555141","'-73.5387173","User provided",""
"Sassy Liquors LLC","264 Meriden-Waterbury Tpke","SOUTHINGTON","6489","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06489","","41.5575665","'-72.85293","User provided",""
"STOP & GO FOOD MART","2044 SILAS DEANE HWY","ROCKY HILL","6067","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06067","","41.672199","'-72.644575","User provided",""
"SAV-MOR SPIRIT SHOPPE","540A MAIN ST","CROMWELL","6416","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06416","","41.6184221","'-72.6538606","User provided",""
"ZANCO SHELL","56 LATHROP RD","PLAINFIELD","6374","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06374","","41.6648876","'-71.9129438","User provided",""
"Sams Food Store","1149 New Britain Ave","West Hartford","6110","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06110","","41.732421","'-72.7342989","User provided",""
"OLD DUTCH PACKAGE STORE","269 HANOVER ST","MERIDEN","6450","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06450","","41.5346819","'-72.8116249","User provided",""
"Sunoco Food Mart","882 East Main St","TORRINGTON","6790","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06790","","41.811599","'-73.101933","User provided",""
"Wine Loft Too","645 B Poquonock Ave","WINDSOR","6095","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06095","","41.870962","'-72.660295","User provided",""
"Village Warehouse Liquor","280 Branford Road","NORTH BRANFORD","6471","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06471","","41.3252437","'-72.7710413","User provided",""
"One Stop Conv","720 Norwich Rd","PLAINFIELD","6374","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06374","","41.671522","'-71.91416","User provided",""
"VILLAGE CLEANERS","838 Main St","MONROE","6468","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06468","","41.3476936","'-73.2597274","User provided",""
"River Mart","239 Main St","OLD SAYBROOK","6475","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06475","","41.2899079","'-72.376571","User provided",""
"Long Wharf Ventures LLC","200 Sargent Dr","NEW HAVEN","6511","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06511","","41.294383","'-72.921882","User provided",""
"PARK PACKAGE STORE INC","561 PARK AVE","BRIDGEPORT","6604","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06604","","41.1699298","'-73.1948837","User provided",""
"NOEL`S SUPERMARKET","15 BROADWAY","COLCHESTER","6415","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06415","","41.576978","'-72.3338357","User provided",""
"Fort Hill Citgo LLC","182 Fort Hill Rd","GROTON","6340","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06340","","41.347358","'-72.0218189","User provided",""
"Corner Shoppe","325 Church St","WALLINGFORD","6492","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06492","","41.491234","'-72.820272","User provided",""
"Honey Plus 2","393 Colman St","NEW LONDON","6320","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06320","","41.3599755","'-72.1160241","User provided",""
"TONYS SMOKE SHOP OUTLET","2738 MAIN ST","BRIDGEPORT","6606","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06606","","41.199292","'-73.201979","User provided",""
"Cumberland Farms #4755","333 Talcottville Rd","VERNON","6066","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06066","","41.8405546","'-72.4897076","User provided",""
"CUMBERLAND FARMS #4704","819 RIVER RD","SHELTON","6484","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06484","","41.2621242","'-73.0954562","User provided",""
"3 Star Enterprise LLC","7 Main Street","JEWETT CITY","6351","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06351","","41.604903","'-71.983662","User provided",""
"SHOPRITE OF NORWICH","634 W MAIN ST","NORWICH","6360","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06360","","41.5154996","'-72.1020841","User provided",""
"Road Runners","469 Rubber Ave","NAUGATUCK","6770","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06770","","41.4898298","'-73.071792","User provided",""
"Cask N Barrell","Bradley Intl Airport Term A","WINDSOR LOCKS","6096","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06096","","41.9335759","'-72.6868955","User provided",""
"DAVIS STREET PACKAGE STORE","197 Davis St","OAKVILLE","6779","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06779","","41.583723","'-73.0885909","User provided",""
"SMOKERS DISCOUNT WORLD","518 SALMON BROOK ST","GRANBY","6035","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06035","","41.987116","'-72.799977","User provided",""
"Sams Food Store","259 W Washington St","BRISTOL","6010","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06010","","41.6776618","'-72.9144082","User provided",""
"Waterbury Hospital Auxiliary","64 Robbins St.","WATERBURY","6708","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06708","","41.5594542","'-73.0594815","User provided",""
"GILDERSLEEVE SPIRIT SHOP","644 MAIN ST","PORTLAND","6480","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06480","","41.5965957","'-72.6209482","User provided",""
"105 Restaurant and Lounge","105 Colony St","MERIDEN","6451","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06451","","41.5406629","'-72.8006029","User provided",""
"POPS GROCERY","267 Grand Ave","NEW HAVEN","6513","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06513","","41.3088491","'-72.8978116","User provided",""
"Friendly Package Store","406 Birch St","BRISTOL","6010","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06010","","41.6574875","'-72.9012187","User provided",""
"Willington Xtra Mart","467 River Rd","WILLINGTON","6279","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06279","","41.8948726","'-72.2892408","User provided",""
"M & R LIQUORS","214 W Main St","AVON","6001","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06001","","41.812341","'-72.8496399","User provided",""
"BISHOP`S AUTOMOTIVE INC","140 Berlin Rd","CROMWELL","6416","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06416","","41.6058979","'-72.7092988","User provided",""
"KS Foodmart","305 New Haven Avenue","MILFORD","6460","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06460","","41.222731","'-73.04365","User provided",""
"SABA PETROLEUM LLC","1360 Noble Ave","BRIDGEPORT","6608","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06608","","41.2002475","'-73.183899","User provided",""
"CUMBERLAND FARMS #4595","PROV & WOODSTOCK AVENUE","PUTNAM","6260","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06260","","41.9203046","'-71.9116841","User provided",""
"Lara Market LLC","1010 Kennedy Rd","WINDSOR","6095","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06095","","41.892293","'-72.649063","User provided",""
"THE ITALIAN DELI","77 CRESCENT ST","STAMFORD","6906","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06906","","41.0701764","'-73.5168964","User provided",""
"In N Out Convenience LLC","68 Depot St","BROAD BROOK","6016","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06016","","41.9169709","'-72.539433","User provided",""
"Motas Convenience Store","425 Osgood Ave","NEW BRITAIN","6053","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06053","","41.684623","'-72.8029339","User provided",""
"Bella Fiore Restaurant","543 W Thames Street","NORWICH","6360","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06360","","41.5031573","'-72.0929969","User provided",""
"FOOD BAG #509","1652 BOSTON POST RD","OLD SAYBROOK","6475","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06475","","41.2863925","'-72.414943","User provided",""
"CUMBERLAND FARMS #4685","191 CENTRAL ST","BRISTOL","6010","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06010","","41.6742338","'-72.8982449","User provided",""
"West Street Ventures","957 West St","SOUTHINGTON","6489","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06489","","41.6142759","'-72.898783","User provided",""
"ZEB Convenience Store","201 Middlesex Ave","CHESTER","6412","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06412","","41.4201441","'-72.4448179","User provided",""
"CUMBERLAND FARMS #4668","527 N MAIN & WOODBINE AVE","NAUGATUCK","6770","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06770","","41.5484438","'-73.0002442","User provided",""
"N & N CONVENIENCE","871 High Ridge Rd","STAMFORD","6905","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06905","","41.1013892","'-73.5477999","User provided",""
"BOLTON GULF","262 Boston Tpke","BOLTON","6043","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06043","","41.7854177","'-72.4576506","User provided",""
"AB CONVENIENCE STORE","269 MAIN ST","SOUTH MERIDEN","6451","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06451","","41.5198897","'-72.8358878","User provided",""
"Cumberland Farms #4751","227 E Main St","BRANFORD","6405","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06405","","41.2900319","'-72.797872","User provided",""
"Better Valu Supermarket 01","99 River Rd","LISBON","6351","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06351","","41.5908891","'-71.9926641","User provided",""
"LAKEVILLE MOBIL","10 SHARON RD","LAKEVILLE","6039","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06039","","41.964061","'-73.439957","User provided",""
"Chuckys Shell","251 Main St","VOLUNTOWN","6384","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06384","","41.5747441","'-71.8630858","User provided",""
"C-TOWN SUPERMARKET","325 FERRY ST","NEW HAVEN","6513","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06513","","41.3087624","'-72.8951804","User provided",""
"KIPPS PACKAGE STORE","1698 Berlin Tpke","WETHERSFIELD","6109","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06109","","41.70836","'-72.699804","User provided",""
"RB Market","934-938 East Main Street","MERIDEN","6450","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06450","","41.527414","'-72.772172","User provided",""
"Better Valu Supermarkets 702","657 Norwich Rd","PLAINFIELD","6374","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06374","","41.6753722","'-71.9163417","User provided",""
"Family Beltre Grocery LLC","955 Broad St","HARTFORD","6106","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06106","","41.7563913","'-72.6871045","User provided",""
"Sab Food Store LLC","73 Pratt St","MERIDEN","6450","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06450","","41.538279","'-72.798288","User provided",""
"OLYMPIC DONUTS","127 Gulf St","MILFORD","6460","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06460","","41.2229186","'-73.0497382","User provided",""
"AETNA-HARTFORD CO STORE","151 Farmington Ave","HARTFORD","6105","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06105","","41.7679551","'-72.68959","User provided",""
"Krieyeh 3 LLC","110 Main Street","TERRYVILLE","6786","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06786","","41.6789182","'-73.0019262","User provided",""
"Wheels of CT #29","313 Naugatuck Ave","MILFORD","6460","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06460","","41.19632","'-73.094621","User provided",""
"E&A Mini Market LLC","195 Frost Rd","WATERBURY","6705","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06705","","41.547964","'-73.0028103","User provided",""
"International Gift & Grocery","41 Terryville Ave","BRISTOL","6010","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06010","","41.6818189","'-72.951144","User provided",""
"Haris and Razi Petroleum LLC","33 - 35 Grassy Plains Street","BETHEL","6801","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06801","","41.3758301","'-73.4248212","User provided",""
"Ayesha & Haris LLC","71 Homer Street","WATERBURY","6704","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06704","","41.586302","'-73.046823","User provided",""
"Chuckys","1563 West Main Street","WILLIMANTIC","6226","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06226","","41.7202879","'-72.2369528","User provided",""
"CHESTER PACKAGE STORE","1 N MAIN ST","CHESTER","6412","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06412","","41.4033151","'-72.4507547","User provided",""
"DB Mart","268 Bank St","NEW LONDON","6320","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06320","","41.3511625","'-72.0972088","User provided",""
"Alltown Madison West #835","I 95 Westbound 61-62","MADISON","6443","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06443","","41.2959908","'-72.5754149","User provided",""
"SUFFIELD WINE & SPIRIT SHOP","128 Mountain Rd","SUFFIELD","6078","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06078","","41.983783","'-72.655365","User provided",""
"Andys Mart","351 Woodland St","HARTFORD","6112","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06112","","41.7788976","'-72.6977052","User provided",""
"Amir Mobil","9 Stafford Rd","MANSFIELD CENTER","6250","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06250","","41.7288968","'-72.2457666","User provided",""
"Corner Food Mart","241 Silver Lane","EAST HARTFORD","6118","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06118","","41.7617945","'-72.6341285","User provided",""
"La Vita","9 Main St","EAST HADDAM","6423","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06423","","41.4522829","'-72.4616671","User provided",""
"BAKER`S PACKAGE STORE","646 FERRY ST","NEW HAVEN","6513","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06513","","41.3174088","'-72.8975711","User provided",""
"Sams Food Stores","217 Main St","WILLIMANTIC","6226","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06226","","41.7132349","'-72.2015695","User provided",""
"7-Eleven 15810B","202 Elm Street","ENFIELD","6082","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06082","","42.0000916","'-72.5656454","User provided",""
"Countryside Wine & Spirits","225 Stafford Rd","BURLINGTON","6013","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06013","","41.7241377","'-72.9125218","User provided",""
"Pramukh Foodmart","119 N Turnpike Rd","WALLINGFORD","6492","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06492","","41.4757729","'-72.8301089","User provided",""
"Groton Mobil LLC","551 RT 12","GROTON","6340","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06340","","41.3767376","'-72.0746201","User provided",""
"PIT STOP PACKAGE STORE","2312 Main St","BRIDGEPORT","6606","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06606","","41.1946092","'-73.1988581","User provided",""
"Saw Mill Petro Mart LLC","261 Saw Mill Road","WEST HAVEN","6516","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06516","","41.2742999","'-72.967279","User provided",""
"DR Market Retail Center","730 Maplewood Ave","BRIDGEPORT","6605","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06605","","41.1756553","'-73.2132257","User provided",""
"SHIRLEY SPIRIT SHOPPE","16 GREAT PLAIN RD","DANBURY","6810","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06810","","41.451973","'-73.443657","User provided",""
"Tobacco Express","320 Main St","EAST HAVEN","6512","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06512","","41.2788763","'-72.8739832","User provided",""
"C & A MARKET","1088 Boston Post Rd","WEST HAVEN","6516","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06516","","41.281943","'-72.981617","User provided",""
"GAS MART","1004 Poquonnock Rd","GROTON","6340","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06340","","41.346559","'-72.047859","User provided",""
"PRICE CHOPPER #205","35 Talcotville Rd","VERNON","6066","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06066","","41.826519","'-72.4970333","User provided",""
"The Spot Convenience Store","450 W Main St","WATERBURY","6702","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06702","","41.5582986","'-73.048546","User provided",""
"West Market LLC","1440 West Main St","WILLIMANTIC","6226","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06226","","41.7168449","'-72.232749","User provided",""
"Mohegan Sun-Mobil Gas Store","1 Mohegan Sun Boulevard","UNCASVILLE","6382","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06382","","41.4913916","'-72.0905405","User provided",""
"GOODRICH`S PACKAGE STORE","321 Quinnipiac Ave","WALLINGFORD","6492","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06492","","41.456897","'-72.833172","User provided",""
"Kwik-E-Mart","31 North Ave","NORWALK","6851","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06851","","41.121639","'-73.409145","User provided",""
"Collado Food Mart","655 Blue Hills Ave","HARTFORD","6112","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06112","","41.8050199","'-72.6956798","User provided",""
"SILVER LANES","748 SILVER LANE","EAST HARTFORD","6118","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06118","","41.7659543","'-72.6119411","User provided",""
"The Grille on the Lower Road","100 Shore Road","OLD LYME","6371","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06371","","41.2947452","'-72.3154364","User provided",""
"State Line Getty Inc","242 S Salem Rd","RIDGEFIELD","6877","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06877","","41.2649395","'-73.5225769","User provided",""
"DRIVE-IN PACKAGE STORE","240 W Main St","VERNON","6066","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06066","","41.8658967","'-72.4637201","User provided",""
"BRASS CITY FOOD MART LLC","1485 E MAIN ST","WATERBURY","6705","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06705","","41.5468649","'-73.017098","User provided",""
"Sunshine Deli","1306 Stratford Avenue","BRIDGEPORT","6606","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06606","","41.1786561","'-73.1647073","User provided",""
"C TOWN SUPERMARKET","160 COLONY ST","MERIDEN","6450","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06450","","41.542156","'-72.8001084","User provided",""
"MUKIE MART","824 E CENTER ST","WALLINGFORD","6492","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06492","","41.4473468","'-72.8014975","User provided",""
"Black Bear Saloon","Bradley Intl Airport Term A","WINDSOR LOCKS","6096","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06096","","41.9335759","'-72.6868955","User provided",""
"Express Shop","1440 E Main St","MERIDEN","6450","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06450","","41.5259201","'-72.7544417","User provided",""
"Friends Cafe","15 N Liberty Street","SOUTHINGTON","6489","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06489","","41.6021668","'-72.8804889","User provided",""
"Pit Stop Spirit Shop","712 Norwich Rd","PLAINFIELD","6374","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06374","","41.672301","'-71.9145425","User provided",""
"Foxwoods Casino Winners","350 Trolley Line Boulevard","LEDYARD","6338","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06338","","41.4744064","'-71.9595107","User provided",""
"Best Gas II","308 Whalley Ave","NEW HAVEN","6511","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06511","","41.3168623","'-72.9430255","User provided",""
